probe,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
2005,2.032625965,2.256213382,2.170279088,2.285137894,2.23788127,2.277261142,3.219540268,3.126287525,3.366239576,3.261800157,3.282692515,3.306838727,2.831521453,3.151886968,3.065063996,3.137457164,3.053015546,2.977365482,3.372211009,3.485744922,3.351263059,3.222740482,3.372841408,3.315868113
2022,4.517574965,4.551166359,4.441062394,4.388066785,4.457342888,4.539274399,3.769282288,3.092941424,3.597507414,3.487981234,3.527475499,3.450000161,4.546052682,4.656241722,4.180000438,4.304485573,4.498236376,4.523378496,2.992663004,2.937128311,3.00873556,3.045042916,3.345724916,2.829041556
2075,4.099011823,3.991437452,3.826068156,4.103241428,3.933734189,3.926533894,4.981130645,4.795694215,4.66622785,4.931100655,4.795820154,4.909281387,2.216207205,2.099107865,2.156685982,2.093707071,2.273415931,2.185969368,1.996650745,1.972557541,1.94668109,1.843444065,2.043923451,1.809602466
2087,2.754908858,2.720831262,2.687023345,2.830614382,2.789602902,2.897475673,4.388895673,4.182097325,4.339291232,4.363782732,4.322065591,4.3794529,3.127880881,3.097898235,3.181248942,3.258197788,3.173244661,3.157328962,3.325820306,3.337921632,3.199849858,3.461807774,3.444246807,3.346263319
2096,3.919819239,3.82986459,3.79216516,3.793577343,3.714697315,3.872253907,2.384317749,2.408045454,2.374558226,2.133194758,2.262496855,2.388256418,5.270352591,5.319667238,5.216332576,5.278054899,5.259846297,5.144534783,4.824852819,5.041584835,4.808198541,4.775708052,4.932725277,4.788217052
2165,2.38890718,2.489711664,2.513643644,2.694679177,2.510224143,2.938814301,2.849563507,2.829628056,2.957515476,3.164533164,2.772117215,2.818544469,3.285396756,3.354746469,3.243795924,3.493540144,3.388415066,3.256302237,3.435113891,3.510260451,3.625745698,3.830346555,3.692822456,3.599770649
2168,2.271295074,2.040825477,2.19128666,2.105407236,2.098175136,2.134297248,2.599483205,2.675273567,2.700616582,2.455269612,2.557428481,2.726400514,3.252485591,3.323450038,3.42238065,3.161083152,3.232736709,3.299388894,2.179923867,2.42083708,2.266275447,2.249435174,2.242523755,2.317937139
2193,2.944892374,3.097342878,2.876443068,2.948760147,2.659516795,3.145586,4.104415373,3.811574806,3.985193719,4.083865446,4.00576199,3.917833745,3.22456538,3.471988898,3.312162107,3.065947776,3.450895547,3.291674235,3.176551182,3.176250573,3.359974893,2.820999993,3.17320256,2.988576904
2207,2.32378562,2.115204698,2.203031787,2.44736052,2.340464001,2.529628838,2.448910794,2.36418747,2.379522187,2.677460621,2.432626407,2.533667426,2.947328267,3.217526779,3.118791468,3.085286713,3.20327702,2.998487135,3.042446159,3.067420283,3.074631677,3.079264383,3.076965431,3.120183987
2213,2.590757665,2.595589366,2.544560317,2.606873215,2.586070147,2.637090304,3.625224368,3.364755785,3.377298688,3.396082327,3.450694221,3.427052655,2.970585343,3.198863818,3.077828422,3.231198637,3.260865798,3.193099672,3.176658389,3.421281439,3.022590645,3.130275941,3.403550151,3.21866043
2296,1.785630801,1.900623237,2.015423069,1.830482234,1.913840907,1.732570877,2.459253597,2.412225141,2.444337234,2.45381774,2.554469757,2.506108172,2.247945435,2.162977979,2.092565636,2.129509741,2.240554679,2.100827328,2.125420232,2.178923327,2.12137405,2.139838666,2.26797663,2.251178357
2313,5.305714382,5.286296236,5.050492608,5.248820442,5.143250546,5.273586462,6.410554603,6.390030064,6.216315871,6.429475495,6.181915249,6.269409377,3.594430651,3.546777908,3.30264173,3.427833249,3.472074024,3.479732721,2.144708625,2.205188051,2.033559636,2.029810385,2.090781707,2.014455098
2359,2.845180821,2.668684264,2.778233366,2.862878858,2.89196005,2.635233744,4.744589674,4.665169808,4.663335871,4.798024558,4.62478708,4.486730496,3.947889681,4.020442999,3.906287193,3.854533959,3.939705422,3.975034492,3.602204411,3.429123262,3.317606277,3.452985309,3.422522691,3.41377011
2399,5.041533318,4.912211168,4.847924898,4.88328127,4.979795566,4.773847528,6.669689445,6.534962846,6.316319435,6.52983883,6.519253488,6.645298391,7.598394561,7.747961108,7.452235372,7.831652387,7.5584654,7.546621931,7.150376927,7.276546154,7.154647936,7.237464834,7.163845276,7.031666532
2401,1.865858291,1.946167112,1.770209268,1.916719431,2.023960889,1.860857904,1.789581258,1.849655124,1.819585508,1.89460019,1.794473208,1.799471377,2.388520601,2.579446656,2.432154569,2.658023163,2.527154996,2.53620711,2.765853593,2.672908676,2.662383714,2.667262311,2.660280329,2.66627999
2424,4.356691844,4.153375175,4.192704362,4.162729764,4.232172983,4.365373441,6.315339193,6.134810975,6.217344455,6.48826248,6.231696328,6.412769624,4.779680392,5.208704986,4.773392308,5.025684047,5.105925015,4.83491683,5.111890618,5.248958013,5.140452796,5.258845342,5.152352039,5.217523834
2432,2.437134442,2.205043532,2.435837132,2.309524047,2.236376418,2.50902132,2.949036704,2.934958413,2.733875553,2.586656745,2.752678353,2.801434949,2.741623585,3.171919922,2.935637045,2.836231628,2.844271353,2.975382926,3.108172502,3.35154803,3.145420915,2.933772234,2.948582102,3.162742977
2521,8.70519438,8.75382897,8.961776197,9.065997256,8.495543742,8.954713006,8.969450196,8.952897287,8.859885198,9.137561857,8.798153247,8.945579428,5.374434664,5.549544006,5.326688611,5.24832882,5.386538059,5.202987551,3.961872443,4.013512188,4.107767944,3.996798744,4.26475493,4.173258392
2538,2.039718329,2.090115503,1.989335251,2.020004989,2.086491605,2.124722631,2.3227858,2.279499484,2.202321042,2.361651493,2.257579897,2.36130172,2.613349811,3.018838351,2.764511964,2.708085422,2.867038602,2.635878016,2.706694171,2.872995288,2.759870619,2.808704898,2.864479188,2.870545511
2571,2.905531047,2.799652527,2.810743122,2.992107734,2.939429402,3.068651987,4.473580706,4.468243705,4.193902979,4.460679657,4.393809606,4.336512193,2.224485057,2.343937771,2.23011709,2.27669024,2.145367934,2.124084149,2.228359348,2.353843853,2.253134001,2.388180155,2.351942191,2.435041829
2629,2.371888484,2.255910875,2.106118741,2.341052952,2.269913633,2.158933913,3.81014684,3.592563703,3.521959285,3.714177412,3.695038033,3.769582527,4.071680574,4.338674278,4.054070029,4.11279691,4.096532294,4.008468673,3.157311909,3.254398539,3.102022519,3.258074127,3.186429641,3.041600155
2630,2.769110047,2.748447014,2.710771665,2.539731283,2.822688296,2.621228306,2.474002531,2.330541064,2.421557995,2.747353121,2.647964954,2.627130021,3.479885737,3.62215393,3.30628248,3.655834041,3.512903802,3.511441031,3.65104353,3.786557884,3.84461224,3.767804132,3.612714404,3.588160209
2638,3.425259599,3.400669188,3.155544668,3.392908449,3.446770193,3.187462215,2.853996221,2.759018887,2.692529401,3.002377153,2.700371628,2.823004827,2.199018145,2.216659619,2.247665746,2.415122206,2.295971102,2.277391422,1.796968528,1.789523642,1.729023947,1.894275323,1.901811773,1.730948666
2651,5.110345075,4.950165646,4.773906362,4.989182206,4.980784197,4.964626156,5.042973716,4.792475573,4.802613601,5.043912346,4.708266365,4.823160327,6.386444919,6.581224369,6.34495101,6.519645129,6.490291777,6.387158261,6.492110948,6.720982861,6.599500487,6.550684886,6.582721177,6.382856557
2679,4.582196233,4.542644071,4.378197644,4.382651049,4.396225275,4.502017056,5.518907485,5.346395522,5.231469453,5.51301756,5.23324772,5.474091938,2.963094988,2.947170952,2.675833822,2.836330021,2.785661123,2.841294095,2.231590227,2.070495305,2.09354283,1.983770957,2.041598443,2.030699785
2703,5.20832412,5.166747701,5.374443007,5.417124745,5.152102985,5.356290949,5.931204153,5.608874383,5.864426609,5.998154509,5.834200638,5.769334342,4.206822958,4.271792406,4.133162513,4.084112464,4.221309152,4.153626137,3.666515129,3.56816048,3.622105537,3.489308268,3.3545423,3.575646397
2706,2.618325038,2.422347127,2.443139766,2.545981739,2.52130909,2.432732784,2.696093992,2.339263193,2.511080852,2.676306332,2.594000632,2.559376746,3.110691575,3.383120803,3.04548767,3.280302872,3.252534419,3.130670364,3.444712382,3.49434961,3.440288581,3.360243963,3.514362897,3.409215517
2712,6.824426499,6.738039829,6.641550681,6.81626613,6.570634648,6.718571113,7.476093617,7.317379373,7.118374452,7.556629975,7.429942444,7.282271046,5.550307239,5.690738596,5.489057081,5.691997874,5.629396206,5.58987296,4.86368268,4.945262631,4.979337114,4.628820823,4.777424875,4.630528702
2733,2.486681431,2.173133059,2.336825805,2.156395096,2.166395736,2.414285981,2.176198452,2.272724008,2.232469568,2.251079428,2.284142528,2.464481412,2.979294017,3.302958035,2.997804169,3.161364244,3.080195814,3.000488826,2.78562579,2.877849365,2.757340779,2.672588508,2.777174562,2.887315135
2754,5.949159022,5.742278626,5.767516943,6.045926122,6.019530623,5.65454915,4.145608522,4.057043018,4.311450456,4.468771171,4.280152776,4.22294246,3.812520697,4.158229113,3.650760602,4.205543585,3.915455719,3.861226289,2.507893438,2.46202327,2.394396227,2.460729835,2.357324876,2.284191302
2783,4.05118723,4.136517214,4.311546389,4.160388818,4.055346096,4.216737617,3.267510025,3.277232288,3.196901723,3.261087205,2.966527562,3.208664427,2.799097544,2.879182985,2.915065295,2.7528459,2.802754448,2.735566217,2.428439624,2.277983997,2.248622479,2.174790149,2.219633389,2.229317398
2807,2.302750143,2.358864162,2.328578239,2.617991215,2.491101632,2.345084915,3.062774545,3.088087439,3.119882419,3.271194114,3.108302233,3.17923457,3.786703677,3.889279638,3.804365405,3.914909539,3.886205678,3.81363886,4.263383618,4.312184419,4.220216662,4.337456706,4.33226455,4.195213234
2812,2.11081208,2.246844995,2.092124216,2.171285504,2.229763155,2.088560358,3.491599043,3.24501727,3.220679835,3.565090036,3.321374763,3.290221129,2.446687266,2.408827846,2.423704247,2.690289506,2.399484013,2.472136413,2.05049813,1.996335205,2.059006615,2.230969222,2.224720708,2.113910186
2907,4.341673924,4.451718805,4.447577085,4.79466301,4.562812653,4.569891867,3.254243013,3.058451566,3.175955168,3.40034595,3.133845583,3.248054203,2.924090589,3.083381314,2.930712114,2.959072889,3.050875876,3.08021617,2.408318942,2.444016407,2.577664784,2.437238366,2.552224562,2.532724594
2921,3.432005197,3.427305,3.350840522,3.577046922,3.518912763,3.545882701,4.98847372,4.59559815,4.617992833,4.90179491,4.805950234,4.726188655,2.394917905,2.481230355,2.338589154,2.639017864,2.365215345,2.524099474,2.183361939,2.269812084,2.168819098,2.206148988,2.169213761,2.211005243
2955,4.03659637,4.12570801,3.710413288,3.975453959,4.113564785,3.80586109,2.791953172,2.679672698,2.581709005,2.967596012,2.850403275,2.731103325,3.269132084,3.651400124,3.481494855,3.555242618,3.472041146,3.366293448,2.833343828,2.807221229,2.729627529,2.951561784,2.663416545,2.855078673
2975,1.963959151,1.895016858,1.991906009,1.927725974,1.904024137,1.907619815,2.29608008,2.387662852,2.399793411,2.212770083,2.055380005,2.318393273,2.395224944,2.587127973,2.320168274,2.408805155,2.496285202,2.472414459,2.57497542,2.668434314,2.541615031,2.573473377,2.692115739,2.671229734
3015,2.696923408,2.614475806,2.624143675,2.535608737,2.736476201,2.760036561,3.324682155,3.109238822,3.159836764,3.210786224,3.184528654,3.156396117,3.826143818,4.109285411,3.950377857,3.728090127,4.066681989,3.775172586,4.190142925,4.307224539,4.121785288,3.874143731,4.199422948,4.177762173
3033,2.195973968,2.087847739,2.045992281,2.018894554,2.009620982,1.981374851,3.071474219,3.167044236,3.026956756,3.246767872,3.155647251,3.104075963,2.436273089,2.512565059,2.504057334,2.406345721,2.467760905,2.348776695,2.204871716,2.238512429,2.106727901,2.075079046,2.091206701,2.243580173
3058,3.680394012,3.584408536,3.633717975,3.723889338,3.696915105,3.650800372,3.293272755,3.204731907,3.252597488,3.449235687,3.202974741,3.300531851,2.829138713,2.936347134,2.779817216,2.878339534,2.992362259,2.889470626,1.98466012,1.928672595,2.162657,2.19631423,2.179911874,2.140745836
3059,2.714841634,2.712673017,2.694858216,2.957052041,2.775545789,2.705118587,2.152338227,2.058035473,2.087378962,2.119738988,2.080280728,2.175459167,2.35795677,2.441430811,2.209857059,2.288290355,2.403534776,2.219309048,2.145935424,2.038123407,2.017965299,1.974760174,2.235944047,2.054464321
3067,7.375814462,7.368729188,7.101934356,7.271405999,7.380017894,7.072395324,7.649445063,7.257770613,7.179761346,7.273575276,7.385056696,7.289179215,4.599980854,4.839742937,4.655514187,4.807556011,4.762729595,4.582200172,4.040583056,4.190628824,4.06845379,4.072056863,4.110738212,4.067041861
3081,3.55383998,3.597849649,3.506198334,3.806311256,3.672514074,3.593129514,4.425935637,4.235287937,4.294265163,4.455148725,4.457378603,4.336420168,4.935670608,4.898537661,4.728793729,5.066402924,5.044420568,4.786867431,5.012801743,5.144788889,5.141432737,5.035169099,5.091483085,5.065865183
3125,2.400453353,2.28871453,2.274108656,2.351526739,2.459536731,2.229414185,1.968436005,1.925648233,1.912809442,2.104089973,2.105979709,1.894331942,2.035494657,1.89831085,1.917789694,2.018319259,1.736627086,1.799853744,1.625844743,1.732975528,1.578898385,1.926397739,1.715481618,1.848157757
3143,3.070103916,3.034365268,2.997797145,2.968984217,2.937273358,2.976149553,2.426524902,2.481593847,2.40744234,2.447775224,2.352335074,2.421243025,2.404834515,2.407584903,2.322140006,2.363869521,2.36017808,2.285599024,2.202211308,2.301008554,2.264234965,2.256358099,2.192397989,2.336750918
3151,2.372884541,2.28623398,2.397544584,2.465973587,2.326672948,2.675083447,3.273078102,3.347160636,3.187158511,3.360301263,3.235434586,3.390397389,2.634533314,2.799866445,2.683209034,2.853920293,2.881642985,2.676983657,2.849819383,2.672889977,2.593258459,2.911952656,2.916948861,2.858348733
3157,3.209277322,3.106118743,3.058179888,3.376025907,3.283565917,3.147616583,3.145215385,3.197217824,3.101384086,3.307222483,3.204704975,3.146408155,2.433100175,2.430517053,2.485899506,2.665728714,2.610473911,2.473534787,2.185418121,2.329394879,2.292347001,2.253516778,2.432972987,2.07172376
3187,1.808674589,1.909054352,1.867985099,1.894719788,1.76450805,1.773238803,1.98578467,2.111420901,2.189042848,2.110195888,1.89282006,2.060192941,2.571334939,2.704165075,2.545015045,2.33707782,2.505250898,2.565519816,2.517882632,2.649391364,2.610569004,2.365081494,2.459449315,2.600181921
3189,3.585155116,3.753564179,3.742019151,3.442671449,3.321963561,3.795272227,4.780184097,4.549191543,4.811556498,4.539927194,4.227086352,4.537350002,4.649552234,5.036047476,4.796762061,4.422670793,4.868659132,4.812800634,4.652473275,4.824283865,4.735522308,4.243712927,4.577121791,4.430249557
3216,4.841714188,4.696723266,4.694988615,4.794833308,4.762331914,4.744330218,6.021485967,5.790669392,5.589322879,5.905952767,5.697572335,5.881111839,2.495990095,2.460180501,2.522496249,2.476188314,2.589085724,2.55316963,1.968305837,1.953054042,2.076334469,1.937919866,2.000025684,2.038267911
3224,2.274584158,2.163798226,2.270243295,2.33248782,2.323344928,2.510483814,3.280798284,3.32085063,3.311370803,3.35468568,3.262589642,3.334669896,2.879920254,2.779980936,2.859173583,2.897423885,2.966696464,2.90711006,3.076645492,3.132064597,3.217489882,3.297945188,3.251920388,3.222649024
3236,8.713874249,8.781194861,8.795700514,8.921747845,8.757625294,8.833563384,9.259167227,9.208748787,9.192121968,9.399906384,9.049610914,9.182084508,5.017886537,5.209851446,4.892555761,4.814930422,4.971102032,5.060325623,5.086936772,5.289841228,5.156733034,5.013774666,5.289338086,4.964430312
3265,2.58754293,2.979682196,2.467127486,2.775405568,2.800555537,2.808211826,3.124403846,2.825623372,2.877024254,2.895591337,2.966925043,2.96706593,3.967998022,4.108937226,3.764105584,3.772486242,4.00084398,3.955094429,4.430184648,4.346286462,4.370824441,4.145628363,4.44977685,4.209764429
3297,5.613621462,5.805916189,5.652406028,5.779159534,5.70196008,5.786588317,5.240870065,5.043581355,5.091676973,5.191722549,4.966174354,5.042237245,4.397537253,4.783097429,4.608829518,4.386746791,4.653319841,4.629043752,3.312694486,3.371458066,3.346415032,3.218782378,3.231357706,3.128541922
3304,3.256388393,3.319559,2.97385729,3.247380659,3.10991673,3.284539075,3.6260859,3.45397434,3.622837142,3.626074416,3.439331339,3.716665081,2.217399706,2.419959631,2.083494247,2.436228655,2.342168176,1.902454258,1.790450462,2.198148773,1.808869986,2.148054606,1.971277593,2.166636319
3319,1.941631502,2.160993028,1.879758058,2.076731988,2.185337196,2.021327635,6.701837437,6.585460476,6.427625731,6.81927153,6.600809483,6.622007886,2.924235075,2.8529079,2.743052168,2.947627429,2.858197056,2.86384846,2.068017539,2.093418578,2.163875116,2.284446095,2.177616844,2.364621121
3332,5.576423757,5.370669164,5.355648249,5.201749679,4.924867939,5.184639172,3.955885149,3.923918293,3.894684115,3.512663276,3.499015354,3.873788946,5.262833383,5.426655231,5.200033124,5.206013491,5.388622091,5.510724759,5.13438618,5.484326689,5.203083005,4.999062445,5.349987617,5.220047306
3342,5.760909638,5.857564017,5.636911136,5.968726841,5.801831573,5.911284354,5.221857328,5.028372495,4.986389455,5.16656066,4.920276725,5.131863772,8.011835367,7.906561804,7.780273701,7.805088743,7.980921629,7.892548147,7.467599894,7.464464309,7.415925519,7.39849705,7.316777167,7.402253867
3343,2.775983657,2.898246602,2.750896783,2.950402184,2.849666439,2.928924469,1.685773742,2.057272946,1.682460468,1.865964526,1.879019499,1.737490427,2.074848002,1.921088752,1.928421574,2.072041639,2.035143324,1.998156791,2.004938656,1.958005026,2.043699496,2.199072028,1.929963082,1.88964725
3379,2.077503091,1.825474628,2.030348195,2.199100501,2.153888251,2.081636954,1.997921802,1.83722725,1.803236148,2.092505679,1.966974674,1.919782886,3.319278138,3.322351462,3.28175466,3.452870416,3.45964705,3.193213015,3.879184328,3.965668978,3.770381266,3.892462231,3.926627885,3.882271109
3427,3.080652526,3.053788658,2.960916962,3.197407158,3.119898071,2.988769773,4.121346265,3.861436829,3.681936478,4.101636455,3.813993199,3.850853359,1.889548965,2.020085926,2.046822677,2.056743406,2.035821904,1.911915586,1.78326337,1.798427033,1.614860598,1.749828652,1.84809743,1.811657903
3455,3.324625801,3.291693387,3.389532675,3.090053518,2.827798523,3.147257472,3.506417614,3.319577246,3.558227098,3.164397858,2.998568589,3.184644817,4.093322354,4.374485137,4.177860077,3.899233435,4.413533152,4.119552223,4.431333033,4.363755691,4.679638647,3.665324142,4.261911262,4.003810936
