probe,0,RANKL_0h_1,RANKL_0h_2,RANKL_0h_3,RANKL_0h_4,RANKL_0h_5,RANKL_0h_6,RANKL_24h_1,RANKL_24h_2,RANKL_24h_3,RANKL_24h_4,RANKL_24h_5,RANKL_24h_6,RANKL_48h_1,RANKL_48h_2,RANKL_48h_3,RANKL_48h_4,RANKL_48h_5,RANKL_48h_6,RANKL_72h_1,RANKL_72h_2,RANKL_72h_3,RANKL_72h_4,RANKL_72h_5,RANKL_72h_6
478,ILMN_1213921,4.321687639,4.33440246,4.318400432,4.299740605,4.325753075,4.37792578,5.494197068,5.448946191,5.519146362,5.423854665,5.157436018,5.419961451,2.486361355,2.686521845,2.576424474,2.377373942,2.446403088,2.581635775,1.843141513,1.883326697,1.946359813,1.825186423,1.755499174,1.822775387
484,ILMN_1213947,4.361985024,4.067265962,4.093820081,4.024512012,3.879154441,4.056879968,4.695565894,4.504048904,4.389773844,4.320162018,4.135353329,4.295500116,3.766982834,3.890415861,3.294570963,3.862488817,3.738148911,3.615473002,3.556236003,3.678661877,3.607095152,3.429340477,3.543271291,3.352144577
486,ILMN_1213954,7.762165527,7.81291081,7.574115872,7.941991475,7.950482846,7.734230602,7.248322996,7.139447563,6.967472577,7.312287189,7.17277829,6.97777968,9.203779063,9.182200759,8.933345067,9.369893638,9.097902243,9.078793327,9.455914867,9.449879524,9.546034466,9.675089391,9.355027625,9.373310029
488,ILMN_1213958,2.360458571,2.399153459,2.357767942,2.352918403,2.468138162,2.453105313,3.391869341,2.990823699,3.2452922,3.410940318,3.124794269,3.241272143,3.158841594,3.260604492,3.292692418,3.355027355,3.217701456,3.35824251,3.341891815,3.424108982,3.293406151,3.275734819,3.30142157,3.3446554
495,ILMN_1213978,5.257697055,5.12303843,4.918922432,5.070868889,5.01458537,4.836035853,5.950124151,5.688384659,5.706914114,5.860899067,5.966465364,5.965685761,6.41428167,6.541155179,6.239798285,6.591031016,6.326846763,6.307769411,6.119714462,6.156397466,6.065933414,5.948975618,6.048792679,6.126615973
496,ILMN_1213981,2.128828752,2.191395514,2.0542862,2.105125304,2.050549663,2.14477038,2.892772001,2.949553501,2.900091483,2.969163969,2.779406181,2.880155752,2.294621718,2.262593892,2.183664536,2.264165798,2.182697289,2.257856857,2.205669781,2.251141547,2.288667342,2.232329237,2.208474924,2.257782095
518,ILMN_1214050,5.0168222,5.142121341,5.00284795,5.120488554,5.180547024,5.001503375,5.587513296,5.359867368,5.196281663,5.506215909,5.642182545,5.335452707,4.330873813,4.476549673,4.087608117,4.273445189,4.410603561,4.482784209,4.152258807,4.287131859,4.279053387,4.328343282,4.187435726,4.146106624
522,ILMN_1214057,2.59015201,2.893530227,2.690934581,2.863522736,2.899689729,3.089136783,2.971691154,2.816532394,2.994157124,3.07818382,3.163071089,2.963869198,2.401783674,2.580044694,2.495024647,2.54177444,2.34907336,2.61584807,2.673722156,2.365017814,2.486096077,2.417770745,2.472948842,2.569430642
525,ILMN_1214065,1.314556821,1.286034941,1.25405602,1.404445766,1.36024797,1.461720122,1.135716466,1.14842123,1.157340799,1.464908416,1.230477093,1.121854967,1.423961346,1.394603083,1.52668752,1.463934238,1.492299787,1.383153782,1.441796023,1.312107235,1.414553977,1.551133939,1.512764489,1.640765263
528,ILMN_1214071,5.8169974,5.803468534,5.520615627,5.7890583,5.746189538,5.658530956,4.070794674,3.836923685,3.917265124,4.056906473,3.909704562,3.801673733,3.863036018,3.978124041,3.870032243,3.87767959,3.933930054,4.019831253,3.630189486,3.816849887,3.732481674,3.712809017,3.602124101,3.505401722
534,ILMN_1214091,2.692538637,2.835841766,2.774195777,2.426835491,2.542952408,2.691060453,2.614718102,2.655236546,2.671602259,2.454016524,2.45087104,2.668416486,2.416142919,2.337021745,2.360940548,2.013024377,2.481285225,2.34231816,2.347907584,2.324524863,2.403972968,2.225856723,2.531582352,2.379094645
541,ILMN_1214110,2.212207429,2.321015745,2.274135442,2.516987747,2.235817107,2.419877749,3.503240461,3.656086886,3.416912489,3.725570847,3.596301488,3.447583998,3.05268854,3.164522504,3.036233796,3.252316997,3.327425429,3.105890936,3.352204371,3.246806223,3.155867075,3.464897691,3.374709432,3.20566179
551,ILMN_1214126,2.943429971,3.16798355,2.996961256,3.469721446,3.194371598,3.419951144,2.904086863,2.891944408,2.819188463,3.057381615,2.84676918,2.969596326,3.341916694,3.44787942,3.47648465,3.332335394,3.50412959,3.45551637,3.473088063,3.408276208,3.534692004,3.347577426,3.33011033,3.435447182
557,ILMN_1214137,5.647125787,5.557823664,5.448753656,5.713704975,5.615272473,5.638736958,5.38997354,4.863482414,5.155427118,5.419213815,5.184929471,5.311780278,3.724743013,3.815286145,3.618478553,3.902726371,3.935037843,3.808619595,3.487155767,3.532696088,3.520945627,3.451304612,3.705712864,3.603293346
559,ILMN_1214141,3.69728121,3.545396393,3.701262927,3.828232603,3.868104884,3.947460915,3.762760758,3.775408218,3.743841045,4.107150287,3.945731882,3.851126645,3.420241233,3.573577279,3.291208378,3.590077789,3.418975039,3.281166046,3.149120209,3.135521209,3.197251598,3.092759371,3.358838957,3.151406144
564,ILMN_1214150,7.588283257,7.368291374,7.540351453,6.898485372,7.577115993,7.527466029,5.832702452,5.757073097,5.764622973,5.478919796,5.489145619,5.631605443,6.995935662,7.241530585,6.988386172,6.915553939,7.033747655,6.974231758,6.643733049,6.674155669,6.528738299,6.508761787,6.745626474,6.486298088
566,ILMN_1214158,3.004311681,2.969615443,3.022154517,2.789937187,2.615836749,2.821601949,3.482473672,3.385084134,3.393694485,3.252473634,3.159317281,3.275399627,2.441045539,2.638242348,2.469805596,2.465630275,2.640256614,2.441104125,2.359492091,2.589713003,2.525807649,2.414374161,2.46274152,2.277876823
567,ILMN_1214163,4.960838341,4.717617841,4.809072852,5.13465332,4.854606848,4.910842419,3.975507445,4.095010933,4.051421177,4.443984691,4.093012719,4.082005882,4.922437284,5.01342931,4.884879233,5.182046027,5.123177317,4.708064924,4.596671702,4.643395857,4.596533962,4.654256546,4.806936166,4.688474549
599,ILMN_1214241,2.249311373,2.057553951,1.981029042,2.190100668,2.07481475,2.108800605,2.237519788,2.025621338,2.100305032,2.067966772,2.085897028,2.118173658,2.064885564,2.303199271,2.135102949,2.185565262,2.44586415,2.007244214,2.363864147,2.613209112,2.186474411,2.267219947,2.464592157,2.486719724
601,ILMN_1214255,2.800357228,2.769475946,2.879985105,2.837065258,2.924298758,2.775094266,2.205171879,2.252225326,2.235664716,2.2142674,2.232845804,2.356031772,3.812905097,4.002731946,3.855885385,4.13042942,3.994732383,3.89208128,4.88095138,5.128588597,4.968317908,5.143289991,4.974363069,5.070931852
609,ILMN_1214288,2.210890963,2.232606439,2.24910913,2.393481987,2.221976085,2.46140816,1.787607294,1.900998198,1.986763094,1.770831811,1.810515811,1.885736294,1.73497706,1.869959038,1.775120533,1.625461568,1.828271242,1.487630982,1.779380723,1.733716019,1.782345701,1.649238523,1.730011824,1.758893136
610,ILMN_1214290,2.196988684,2.426621305,2.431494675,2.664979374,2.517848169,2.53887915,2.167500705,2.075598063,2.096244055,2.398524284,2.237596604,2.168026671,2.035054063,1.923638714,1.974125759,2.105248625,1.994897555,1.944071396,1.76284205,1.818589296,1.91610617,1.975204757,1.650129449,1.76168635
611,ILMN_1214294,1.726457309,1.711777687,1.713438989,1.623577237,1.75901432,1.778731522,1.68439138,1.650766215,1.693857246,1.636131177,1.598460664,1.702133781,2.090606978,2.105589307,2.16288694,2.025118692,2.085084248,2.088189601,1.91983572,2.1892292,2.016102868,1.981828248,2.019795692,2.070544805
617,ILMN_1214318,1.564299307,1.704078134,1.849666969,1.569776681,1.698738699,1.531685562,1.614122584,1.786744699,1.581376905,1.806072149,1.723274035,1.910864047,1.833685519,1.684456161,1.71522754,1.696777803,1.740031929,1.808734728,2.006589508,1.779574756,1.822261998,1.849677629,1.988255777,1.720195611
618,ILMN_1214319,4.491571178,4.259065235,4.167630253,4.373731411,4.364978057,4.250785424,5.272757706,5.158647471,5.157976286,5.230480238,5.284621821,5.128000751,3.885935154,3.894420808,3.750025604,3.889853093,3.8073686,3.766696312,3.815835776,3.98702269,3.951051814,4.046026398,4.10053807,3.823916788
619,ILMN_1214322,2.804263553,2.711849673,2.549290945,2.412122871,2.512698162,2.609130564,2.127059617,1.972034586,2.054719034,1.910749145,1.992538108,1.944455284,2.5132613,2.602869588,2.476009386,2.335161724,2.52048676,2.451603071,2.565273518,2.505730019,2.62422014,2.412054879,2.494786032,2.505151918
625,ILMN_1214353,1.959013449,2.181894353,2.056577785,2.275804644,2.155568216,2.397368819,2.279918095,2.213603556,2.143936115,2.196216209,2.292302198,2.146264269,1.793621916,1.927858416,1.713939582,1.923937263,1.838847956,1.860948763,1.848217074,1.749146118,1.863689648,1.945450212,1.864614833,1.830609603
639,ILMN_1214394,3.365111301,3.367435443,3.204160692,3.489110776,3.395018439,3.293766432,3.96695185,3.935277003,3.929713447,4.124468481,4.034839336,3.839666108,4.164982781,4.219434292,4.206475558,4.315064849,4.161126033,3.898116309,4.437589567,4.35265386,4.303158741,4.484444218,4.432350897,4.281292585
640,ILMN_1214396,5.902082317,6.039782647,5.835540518,5.940892205,6.075508312,6.070812724,6.188726657,5.872227386,5.848908798,6.063456196,5.851483704,5.97886564,5.084450951,5.429814461,4.989919481,4.815270607,5.271937315,5.204550958,5.331007259,5.458724389,5.535404901,5.17782062,5.221280656,5.223268326
645,ILMN_1214408,4.443149478,4.747669376,4.675849563,4.954894473,4.733991453,5.050549162,4.934651238,4.739803619,4.843792821,5.207719351,4.879706639,5.064507978,4.118933979,4.249757732,4.100084493,4.165386439,4.432301097,4.39872577,4.172458016,4.246178734,4.462199029,4.223060089,4.135470642,4.125634791
649,ILMN_1214419,1.644637174,1.749358473,1.818536297,1.521544668,1.549285862,1.736068994,3.891168428,3.762797426,3.60795541,3.407904232,3.388384921,3.758001106,2.085318233,1.993948613,2.076635534,1.946985462,1.973697923,1.881392141,1.879816131,1.704652439,1.613352724,1.501816618,2.016366728,1.854421016
656,ILMN_1214439,1.40705907,1.322851629,1.515894028,1.323647421,1.493510247,1.232335941,1.306621523,1.438934516,1.300520441,1.379032251,1.509817802,1.358465125,1.374538431,1.476069555,1.483296804,1.601679501,1.438990793,1.421491131,1.467269322,1.429097277,1.566961845,1.637539194,1.575848193,1.519231477
668,ILMN_1214469,4.395397267,4.24301435,4.036909748,4.20489699,4.346247226,4.220844738,4.399742987,4.22687511,4.122778378,4.458617605,4.254888199,4.226628348,5.302639279,5.564748242,5.410675912,5.485908983,5.358069909,5.257381357,4.928305117,5.049820834,5.042648071,5.050161393,5.084413208,4.940407754
678,ILMN_1214486,5.316656102,5.261535994,5.246700395,5.205875356,5.292109,5.303683203,5.220863432,4.994044121,4.979934664,4.994017731,4.745291821,5.006795281,6.310073799,6.521653974,6.236946426,6.143120063,6.444718444,6.323546059,6.491546501,6.406231653,6.587294011,6.1471692,6.34789901,6.274378543
683,ILMN_1214500,1.36925699,1.234980012,1.451651727,1.332277708,1.423194754,1.546813924,1.294872786,1.420464718,1.48120568,1.461403594,1.517986734,1.373595102,1.492433722,1.475469837,1.559703826,1.529952361,1.403275311,1.478867878,1.721486776,1.461493306,1.590884724,1.604610591,1.47103416,1.612523279
690,ILMN_1214514,2.321046566,2.068893273,2.091874343,2.350993885,2.373989685,2.213771928,2.094118124,1.960266666,1.887883298,2.200009088,2.005041856,1.996032841,1.771073481,1.702249154,1.783593352,2.179035883,1.790875069,1.809761079,1.840535581,1.866687614,1.790299832,2.019259633,1.801949214,1.808905966
691,ILMN_1214515,2.903425546,2.956729376,3.081358105,3.193026189,2.92586795,3.135420699,3.59846455,3.513452599,3.585173567,3.844900644,3.461016087,3.58549471,3.93247002,4.08413053,3.894575887,4.025329722,4.094241055,4.055434425,4.46346083,4.322180173,4.369657735,4.166630228,4.290618609,4.352915469
695,ILMN_1214521,6.773702175,6.369295314,6.370371406,6.349990129,6.376716887,6.459454451,7.248969354,7.017482465,7.148047924,6.96063224,6.880979811,7.129780922,5.750773602,6.179225128,5.82698701,5.681738824,5.931515086,5.853107345,5.730205668,6.111893523,5.814409875,5.787890155,5.907246612,5.751092918
701,ILMN_1214543,2.579957706,2.682449896,2.737683727,2.866763627,2.574258763,2.849319755,4.159043845,4.013065857,4.306082139,4.28772605,3.920390139,4.01186708,2.611261847,2.727980989,2.810972396,2.596483026,2.894080974,2.606932946,2.83350237,2.66592852,2.852305626,2.566291399,2.615433379,2.690181914
720,ILMN_1214593,2.155391236,2.12365633,2.098690937,2.287104028,2.21432614,2.114508076,2.297444329,2.146401652,2.0071881,2.186049287,2.451858932,2.16778569,2.558258677,2.499523564,2.530233245,2.56930243,2.672267142,2.545698376,2.303940438,2.275834556,2.398440933,2.471651367,2.403083201,2.36273709
725,ILMN_1214617,1.701021347,1.608427656,1.61705318,1.67434964,1.936765657,1.651385779,2.117055476,1.919453788,1.985340969,2.176666743,2.097593164,1.958793713,1.875940791,1.707332664,1.828494596,1.906679536,1.691080938,1.681590419,1.834428858,1.565948801,1.656996639,1.88074823,1.752228405,1.737478932
728,ILMN_1214631,4.429061409,4.30761176,4.297637597,4.430108769,4.226728314,4.004950476,3.496605312,3.337931685,3.450015944,3.339992155,3.404024165,3.50138967,4.031901357,4.18583839,3.967216423,3.75159875,3.927641261,3.865809838,3.77759745,4.046268764,3.921813342,3.94672929,3.777892922,3.868873482
729,ILMN_1214634,4.447661997,4.484998499,4.361509202,4.549338428,4.525742002,4.301100143,3.369708016,3.275944554,3.282229896,3.606558642,3.462506961,3.236329849,2.428325653,2.465776592,2.345676612,2.712341485,2.413999462,2.403052458,1.938353169,1.826234626,1.897232879,2.215561045,1.816724005,1.737699607
734,ILMN_1214650,3.533778473,3.568456103,3.431267944,3.8159704,3.60196164,3.727632792,5.034388072,4.984509261,4.932937262,5.246814191,4.775745719,4.931138936,4.662495738,4.791020064,4.518567431,4.583116573,4.805541336,4.727030898,4.531054016,4.568919884,4.592373457,4.608060563,4.49476806,4.504442703
741,ILMN_1214671,6.92492179,6.938609346,6.881934997,6.992946379,6.888670145,6.765720507,7.56063271,7.311255597,7.359264955,7.281123284,7.287603749,7.399704139,6.267546976,6.32947171,6.019538316,6.249492053,6.21571007,6.162391605,6.183997793,6.214480525,6.220075271,6.260536432,6.087783875,6.156348223
764,ILMN_1214738,3.280806153,3.229950855,3.148461819,3.412396233,3.203489867,3.194276433,3.681588299,3.612240676,3.559195372,3.849155529,3.533388372,3.800487114,2.872754158,3.17682186,3.073812631,3.113990648,3.124095141,2.845838362,3.082520338,3.072240679,3.138954663,3.035888457,2.978133316,3.155833804
765,ILMN_1214740,2.392530918,2.537912478,2.577530391,2.321138995,2.250876513,2.303546686,2.288907197,2.260919237,2.487915461,2.273920782,2.029937136,2.320249052,2.076696198,2.118105417,2.213984087,1.928829185,2.13400464,2.099242681,2.312120842,2.357953757,2.120350847,2.002152589,2.108533275,2.081957285
768,ILMN_1214750,1.831328712,2.127559717,1.969568408,1.803119145,2.107270856,1.932402503,1.877617765,1.945967486,1.648832356,1.803255155,1.780869118,1.827833546,2.944833997,3.021652233,2.940651766,3.00577503,2.912578245,2.754208536,2.267615574,2.224939476,2.290885767,2.214780494,2.080142633,2.192220546
772,ILMN_1214765,5.417188314,5.409289108,5.356416848,5.518544798,5.596407317,5.403395402,6.180840515,5.925240806,5.879720616,6.247036974,5.961460619,5.812497764,6.682239115,6.752552289,6.666244701,6.777697435,6.598578662,6.56626607,6.52927687,6.568006368,6.616787766,6.5126157,6.452756711,6.326975811
774,ILMN_1214768,1.983279782,1.901725236,2.117942823,1.803491736,2.04442877,1.971489194,2.081815854,2.011215157,2.025614702,2.167957252,2.136368777,2.208012849,2.349781994,2.386672416,2.26921712,2.20855696,2.465330149,2.198213165,2.332420079,2.227885063,2.310029072,2.293538162,2.289526202,2.135600536
775,ILMN_1214771,1.624645821,1.637309177,1.762558046,1.557024943,1.769626749,1.596275417,1.647001876,1.795234201,1.714057445,1.791406709,1.682345596,1.635550945,1.90628312,1.873547238,1.912047264,1.772718059,1.899913767,1.829502833,2.104293286,1.919708149,1.898427436,1.775015326,1.89123347,1.934878845
777,ILMN_1214782,2.342067654,2.307235549,2.390288803,2.154271739,2.227418966,2.563966148,2.779101472,2.533409443,2.520541533,2.742117924,2.806422004,2.580624476,3.133008064,3.249590858,2.823494978,3.319511589,3.255100844,3.131850186,2.74486508,2.947099188,3.083793499,2.898427213,3.297934955,2.812606708
778,ILMN_1214783,2.416765508,2.65380449,2.508593792,2.2266642,2.289544214,2.370526258,2.873365232,2.88302289,2.906054274,2.968190741,2.726172001,2.959530547,3.159401698,3.390077037,3.211103418,2.937146318,3.093834292,3.128942364,3.660017055,3.614486555,3.619437247,3.449278268,3.459870543,3.39376061
784,ILMN_1214800,4.277714764,4.181795967,4.127355438,4.251496822,4.340298475,4.214257736,4.080163411,3.943909547,3.864011848,4.178447728,4.157481623,4.042152918,4.772431388,4.902187563,4.61000235,4.917864059,4.885674504,4.717223697,5.051529263,5.173206354,4.945405572,5.090935032,5.109833178,4.798014433
787,ILMN_1214806,2.266494122,2.467153164,2.463955495,2.106677677,2.086812166,2.307841837,2.628840447,2.500810644,2.656635661,2.508819823,2.364192928,2.641831494,2.926383401,3.097907233,2.802402765,2.795713308,2.893282603,3.01539038,3.016303554,2.87707503,2.970816368,2.539707678,2.802512081,2.773626791
791,ILMN_1214817,1.522717515,1.498005747,1.698323184,1.752349744,1.748497163,1.540944959,1.969474759,1.947507593,1.883230777,1.974366058,1.942110721,1.98145256,1.79300768,1.697586404,1.800266623,1.826141927,1.743161772,1.813364031,1.812651942,1.672890954,1.749888231,1.687063062,1.764576675,1.8065293
794,ILMN_1214825,2.482607378,2.846578512,2.784303469,2.771761928,2.728885977,3.042146497,2.905037099,2.758021357,2.899836259,3.208482905,3.140064274,3.075046139,2.439651266,2.751649,2.494009555,2.536919307,2.769521021,2.881094686,2.319726721,2.385834146,2.600515614,2.379607572,2.481330527,2.465720016
795,ILMN_1214826,1.82556242,1.703281096,1.739550431,1.826926603,1.760184232,1.857519458,2.26605096,2.330055988,2.212529497,2.137980199,2.127816719,2.254353241,1.843845469,1.905726249,1.794242927,1.778648289,2.105520741,1.929198893,1.883063254,1.794904158,1.776208597,1.661230467,1.885158434,1.871751879
798,ILMN_1214830,3.282367245,3.308437478,3.390853114,3.021192876,3.128333861,3.165537976,3.009301316,2.831338441,2.872670184,2.668443771,2.66109546,2.733178064,2.618797285,2.815702123,2.420640927,2.262699825,2.661142013,2.574783571,2.487260527,2.80230712,2.61403212,2.354064693,2.615649046,2.426620528
803,ILMN_1214839,1.628362787,1.523105158,1.869576234,1.808311294,1.686242765,1.625578635,1.557969779,1.459512589,1.630848386,1.614722935,1.41463172,1.627410234,1.630819576,1.68118593,1.668213594,1.572257493,1.581970946,1.71265497,1.826659518,1.826471336,1.656104696,1.898177172,1.72243323,1.642138203
810,ILMN_1214850,3.522681159,3.283433548,3.24957706,3.449182106,3.432253414,3.287304046,4.594187324,4.485413598,4.355275812,4.608449262,4.434814673,4.53527822,3.610912489,3.831595537,3.51801514,3.736753598,3.775380003,3.72093091,3.416354976,3.48598972,3.306425223,3.477657741,3.565608917,3.454229227
